ID;Nome Completo;Gênero;Data de Nascimento;Idade;Estado Civil;Cargo;Departamento;Data de Admissão;Salário (R$);Tipo de Contrato;Escolaridade;Status;Cidade;Estado;Home Office;Avaliação de Desempenho (0-10);Faltas no Ano;Treinamentos Concluídos
548;Sra. Ana Vitória Nunes;Outro;1967-03-09;58;Viúvo(a);Assistente Administrativo;Financeiro;2019-11-22;1952.61;CLT;Superior Incompleto;Ativo;Moreira do Norte;PR;Não;4.1;18;1
549;Sr. Cauê Martins;Feminino;1989-07-24;35;Divorciado(a);Desenvolvedor;Marketing;2021-04-10;5637.24;Estágio;Superior Incompleto;Desligado;Alves do Galho;MG;Não;4.8;11;9
550;Eduarda Costa;Masculino;1976-01-04;49;Solteiro(a);Analista de RH;Administrativo;2013-10-14;3876.19;PJ;Superior Completo;Desligado;Farias;PR;Não;9.0;3;7
551;Luiz Otávio Almeida;Feminino;2004-09-30;20;Viúvo(a);Analista de RH;Financeiro;2002-07-27;3891.26;Temporário;Superior Completo;Ativo;da Rocha de Barros;RS;Não;2.1;5;14
552;Thomas Carvalho;Outro;1986-09-14;38;Divorciado(a);Contador;Recursos Humanos;2017-11-03;4185.09;CLT;Pós-graduação;Desligado;Rodrigues;PE;Não;7.2;3;5
553;Isis Silveira;Outro;1971-10-26;53;Divorciado(a);Estagiário de TI;Recursos Humanos;2009-05-07;1411.11;Temporário;Pós-graduação;Ativo;Nascimento das Pedras;SP;Sim;6.3;20;4
554;Sr. Theo Jesus;Masculino;1994-01-25;31;Viúvo(a);Assistente Administrativo;Administrativo;2004-04-15;2013.88;CLT;Ensino Médio;Ativo;Nunes;RS;Sim;8.5;13;10
555;Guilherme Ribeiro;Feminino;1981-08-31;43;Viúvo(a);Gerente de Projetos;Marketing;2015-11-17;7867.4;Temporário;Superior Completo;Ativo;Almeida;RJ;Não;3.7;12;12
556;Lucas Porto;Outro;1974-08-01;50;Casado(a);Analista de RH;Recursos Humanos;2008-02-25;3884.67;PJ;Ensino Médio;Desligado;da Rocha;RS;Não;7.0;5;1
557;Yasmin Correia;Feminino;1981-09-01;43;Viúvo(a);Designer Gráfico;Marketing;2009-11-09;3053.73;Temporário;Superior Incompleto;Ativo;Novaes;SP;Não;7.7;14;15
558;Nicole Mendes;Masculino;1982-09-08;42;Casado(a);Assistente Administrativo;Tecnologia da Informação;2022-10-26;2462.24;Temporário;Superior Completo;Desligado;da Paz de Cunha;PE;Sim;4.3;6;6
559;Emanuelly Freitas;Feminino;1974-06-01;50;Casado(a);Contador;Tecnologia da Informação;2023-07-12;4521.31;PJ;Ensino Médio;Desligado;Peixoto do Oeste;PR;Sim;6.2;7;11
560;Noah da Rocha;Outro;2001-11-24;23;Viúvo(a);Desenvolvedor;Recursos Humanos;2008-09-26;5406.64;Temporário;Pós-graduação;Ativo;Nogueira da Prata;PE;Não;7.4;8;2
561;Alana Fogaça;Masculino;1987-04-11;38;Solteiro(a);Analista de RH;Marketing;2020-05-13;3896.6;Estágio;Superior Completo;Ativo;Castro;SP;Não;5.0;12;9
562;Arthur Peixoto;Feminino;2000-10-12;24;Divorciado(a);Gerente de Projetos;Logística;2007-02-05;7205.62;PJ;Superior Completo;Ativo;Rezende;DF;Não;9.3;14;4
563;Davi Lucca Araújo;Masculino;2001-11-01;23;Divorciado(a);Estagiário de TI;Financeiro;2014-10-24;1285.08;CLT;Superior Completo;Ativo;Barros;MG;Não;8.7;8;11
564;Vinicius Costela;Feminino;1971-11-28;53;Divorciado(a);Coordenador de Marketing;Logística;2003-05-15;7403.56;Temporário;Superior Completo;Desligado;Rezende;MG;Não;7.4;15;4
565;Maria Cecília Melo;Outro;1977-04-16;48;Viúvo(a);Analista de RH;Tecnologia da Informação;2024-08-26;2722.93;PJ;Superior Incompleto;Ativo;Martins Paulista;CE;Não;1.6;14;13
566;Dr. Luiz Henrique da Cruz;Masculino;1997-10-26;27;Viúvo(a);Analista de RH;Financeiro;2001-08-22;3034.78;Estágio;Pós-graduação;Desligado;Ramos de Nunes;RJ;Sim;1.2;2;6
567;Evelyn Silveira;Feminino;1998-11-22;26;Casado(a);Gerente de Projetos;Administrativo;2014-07-16;9543.69;Temporário;Superior Incompleto;Ativo;Peixoto da Serra;DF;Sim;4.2;2;7
568;Maria Vitória Barbosa;Feminino;1964-09-23;60;Solteiro(a);Auxiliar de Logística;Recursos Humanos;2012-12-13;1699.0;CLT;Pós-graduação;Desligado;da Luz da Serra;GO;Sim;8.4;4;0
569;Eduarda da Rosa;Masculino;1991-08-06;33;Viúvo(a);Analista Financeiro;Financeiro;2017-01-08;4256.71;Temporário;Ensino Médio;Desligado;Nogueira;SP;Não;3.2;18;4
570;Camila Cardoso;Masculino;1967-09-23;57;Solteiro(a);Coordenador de Marketing;Marketing;2009-05-24;7293.51;CLT;Pós-graduação;Ativo;Azevedo;PE;Não;1.8;12;2
571;Fernando Lima;Masculino;1975-10-31;49;Casado(a);Gerente de Projetos;Financeiro;2002-09-28;10897.46;Temporário;Superior Incompleto;Ativo;da Cunha;PR;Não;8.0;9;4
572;Olivia Farias;Feminino;1978-05-15;47;Solteiro(a);Auxiliar de Logística;Logística;2010-08-19;1639.91;Estágio;Pós-graduação;Desligado;Cavalcanti;PR;Não;0.9;13;11
573;Sr. Thomas da Mota;Outro;1987-02-13;38;Casado(a);Contador;Administrativo;2008-09-03;4565.04;CLT;Superior Completo;Desligado;Correia de Dias;RS;Sim;9.3;16;2
574;Juliana Duarte;Feminino;2001-10-04;23;Viúvo(a);Contador;Recursos Humanos;2007-05-15;5768.02;Estágio;Superior Completo;Ativo;Rocha de Ferreira;MG;Não;8.4;16;13
575;Dr. Vicente Martins;Feminino;1970-04-03;55;Solteiro(a);Estagiário de TI;Recursos Humanos;2008-08-27;1750.38;CLT;Pós-graduação;Desligado;Lopes da Serra;RJ;Não;6.6;18;8
576;Alexia Silva;Feminino;1984-01-12;41;Divorciado(a);Designer Gráfico;Recursos Humanos;2009-01-08;4106.7;CLT;Ensino Médio;Desligado;Cavalcanti das Pedras;MG;Sim;8.4;1;2
577;Thiago Carvalho;Feminino;1971-12-07;53;Divorciado(a);Auxiliar de Logística;Logística;2012-03-09;2006.87;Estágio;Superior Completo;Desligado;Costa de Peixoto;MG;Sim;1.9;19;8
578;Fernando Oliveira;Outro;1993-07-31;31;Solteiro(a);Contador;Logística;2011-12-13;3544.79;Estágio;Ensino Médio;Ativo;Moura Paulista;MG;Não;4.6;12;15
579;Gustavo Henrique Gonçalves;Feminino;1982-05-27;42;Divorciado(a);Contador;Marketing;2010-06-22;3719.09;PJ;Ensino Médio;Ativo;Ferreira;RJ;Sim;7.0;6;0
580;Benício Gomes;Masculino;2003-06-06;21;Viúvo(a);Gerente de Projetos;Administrativo;2024-03-09;8208.9;PJ;Ensino Médio;Desligado;Rocha;CE;Sim;4.7;0;3
581;Ana Vitória da Rocha;Masculino;1994-07-13;30;Casado(a);Analista Financeiro;Financeiro;2002-06-10;3942.98;Estágio;Superior Incompleto;Ativo;da Rocha;PR;Não;0.5;0;3
582;Sabrina Cavalcanti;Outro;1983-11-28;41;Viúvo(a);Contador;Financeiro;2001-08-16;5342.7;Temporário;Ensino Médio;Desligado;Nascimento;PE;Não;5.1;19;15
583;Luiz Otávio Moreira;Masculino;1992-02-15;33;Solteiro(a);Estagiário de TI;Recursos Humanos;2012-03-08;1453.2;Temporário;Ensino Médio;Desligado;Monteiro;PE;Não;1.2;19;11
584;Vitor Hugo Moraes;Feminino;1966-09-19;58;Viúvo(a);Analista de RH;Tecnologia da Informação;2017-02-11;2932.02;PJ;Pós-graduação;Desligado;da Rocha;CE;Sim;5.1;18;10
585;Dra. Amanda Sales;Outro;1995-02-22;30;Viúvo(a);Gerente de Projetos;Marketing;2021-08-27;10614.98;Estágio;Pós-graduação;Desligado;Fernandes;CE;Sim;6.2;9;2
586;Cauã da Cruz;Outro;2003-03-11;22;Viúvo(a);Gerente de Projetos;Tecnologia da Informação;2005-07-19;7997.42;Estágio;Ensino Médio;Desligado;Pereira;CE;Não;2.3;17;1
587;Mirella Pires;Masculino;1966-05-13;59;Divorciado(a);Coordenador de Marketing;Marketing;2005-03-09;6869.25;PJ;Ensino Médio;Ativo;Jesus do Sul;BA;Não;1.1;7;3
588;Bryan Gonçalves;Outro;1993-04-28;32;Casado(a);Analista Financeiro;Marketing;2008-12-17;4987.33;Temporário;Ensino Médio;Desligado;Lima de Silva;MG;Sim;7.1;14;14
589;Ana Laura Duarte;Masculino;1976-07-12;48;Solteiro(a);Designer Gráfico;Logística;2024-04-11;4129.67;CLT;Ensino Médio;Ativo;Rodrigues;MG;Sim;8.7;11;5
590;João Guilherme da Cruz;Outro;1999-09-19;25;Divorciado(a);Analista Financeiro;Logística;2017-10-10;3996.78;CLT;Superior Incompleto;Desligado;da Rocha de Nunes;BA;Sim;1.2;6;14
591;Dr. Cauê Pires;Feminino;1973-09-11;51;Solteiro(a);Assistente Administrativo;Financeiro;2010-02-07;2038.92;PJ;Ensino Médio;Desligado;Monteiro;BA;Não;3.6;7;4
592;Sr. Miguel Teixeira;Outro;1989-10-05;35;Viúvo(a);Assistente Administrativo;Tecnologia da Informação;2001-04-19;2361.24;Estágio;Pós-graduação;Desligado;Barbosa;DF;Não;9.4;14;4
593;Juan Ribeiro;Masculino;1978-06-25;46;Solteiro(a);Desenvolvedor;Marketing;2012-11-23;4944.41;PJ;Pós-graduação;Ativo;Moraes;PE;Sim;6.6;20;4
594;Dra. Alexia Rodrigues;Outro;1982-11-02;42;Solteiro(a);Estagiário de TI;Marketing;2002-04-05;1451.58;Temporário;Superior Completo;Desligado;Santos da Prata;SP;Não;9.0;19;4
595;Lorena Farias;Outro;1991-06-30;33;Viúvo(a);Analista Financeiro;Administrativo;2005-05-19;3410.27;Estágio;Superior Completo;Desligado;Porto das Pedras;RS;Não;0.8;17;10
596;Maitê Nascimento;Feminino;1982-01-23;43;Casado(a);Estagiário de TI;Logística;2010-07-01;1370.36;CLT;Superior Completo;Desligado;Ferreira de Barbosa;MG;Sim;0.3;17;8
597;Maria Julia Costela;Masculino;1996-04-12;29;Divorciado(a);Contador;Logística;2016-01-12;3776.1;CLT;Superior Completo;Desligado;Nunes;DF;Não;1.2;20;3
598;Sr. Lorenzo Rocha;Feminino;2004-04-11;21;Divorciado(a);Designer Gráfico;Administrativo;2018-04-19;2808.86;Temporário;Superior Incompleto;Ativo;Fogaça;BA;Não;2.8;18;4
599;Isis Nascimento;Outro;1982-04-19;43;Viúvo(a);Estagiário de TI;Administrativo;2011-08-30;1348.58;Temporário;Superior Incompleto;Desligado;Rezende;CE;Sim;1.5;13;13
600;Dr. Thiago Gonçalves;Masculino;1977-12-30;47;Solteiro(a);Analista de RH;Financeiro;2019-05-10;3832.76;Estágio;Superior Incompleto;Desligado;Mendes;RJ;Não;6.8;12;12
601;Maria Clara Moraes;Feminino;1990-07-20;34;Viúvo(a);Contador;Financeiro;2008-02-27;5222.54;Estágio;Pós-graduação;Ativo;Lima;MG;Sim;4.8;14;4
602;Yuri Nunes;Outro;1986-07-01;38;Solteiro(a);Assistente Administrativo;Financeiro;2018-04-05;2131.35;PJ;Superior Completo;Ativo;Pereira;GO;Não;1.1;11;9
603;Letícia Peixoto;Masculino;1977-09-22;47;Casado(a);Desenvolvedor;Marketing;2016-03-07;4914.77;Temporário;Superior Completo;Desligado;Nascimento;CE;Sim;7.9;4;13
604;Ana Beatriz Martins;Masculino;1987-08-27;37;Divorciado(a);Coordenador de Marketing;Tecnologia da Informação;2018-10-11;5140.77;Estágio;Ensino Médio;Ativo;Peixoto do Galho;DF;Não;0.7;1;13
605;Thiago das Neves;Feminino;1989-11-01;35;Divorciado(a);Designer Gráfico;Financeiro;2005-08-23;4330.49;Estágio;Pós-graduação;Ativo;Gomes;MG;Não;7.6;14;4
606;Gabrielly Gonçalves;Outro;2001-12-30;23;Divorciado(a);Desenvolvedor;Logística;2014-12-22;5993.51;Estágio;Pós-graduação;Ativo;Rocha da Serra;PE;Não;5.4;14;8
607;Srta. Beatriz Cavalcanti;Outro;1975-06-03;49;Solteiro(a);Gerente de Projetos;Administrativo;2003-12-24;7124.02;Temporário;Ensino Médio;Ativo;Jesus;RS;Sim;9.6;16;6
608;Levi Vieira;Feminino;1974-09-23;50;Solteiro(a);Desenvolvedor;Administrativo;2011-02-04;6808.55;PJ;Ensino Médio;Desligado;Cavalcanti;RS;Sim;8.3;18;14
609;Gabriela Cardoso;Masculino;1973-07-01;51;Divorciado(a);Contador;Logística;2024-04-19;3612.46;CLT;Superior Completo;Desligado;Costela do Norte;MG;Não;0.2;16;10
610;Ana Luiza Melo;Feminino;2003-07-06;21;Divorciado(a);Desenvolvedor;Recursos Humanos;2011-05-26;6939.36;PJ;Superior Completo;Ativo;Nascimento da Praia;MG;Não;7.7;4;9
611;Guilherme Barros;Feminino;2003-02-02;22;Casado(a);Analista de RH;Logística;2011-01-14;3941.69;PJ;Ensino Médio;Ativo;Pinto de Ribeiro;PR;Não;1.0;4;13
612;Joaquim Oliveira;Feminino;1998-01-20;27;Divorciado(a);Contador;Recursos Humanos;2016-04-17;3629.7;PJ;Superior Incompleto;Desligado;Lima;DF;Não;9.5;8;1
613;Srta. Gabrielly Vieira;Feminino;1983-06-30;41;Viúvo(a);Estagiário de TI;Financeiro;2014-10-02;1239.27;CLT;Pós-graduação;Ativo;Melo;SP;Não;5.5;18;3
614;Ana Julia Jesus;Masculino;1993-03-02;32;Casado(a);Coordenador de Marketing;Logística;2016-11-16;5923.61;CLT;Superior Incompleto;Ativo;Monteiro das Flores;BA;Sim;7.8;17;13
615;Sarah Ramos;Outro;1982-11-03;42;Viúvo(a);Analista de RH;Recursos Humanos;2005-05-23;3718.97;Temporário;Superior Incompleto;Ativo;Costa;SP;Não;2.7;8;12
616;Lavínia da Mota;Feminino;1990-12-10;34;Casado(a);Designer Gráfico;Logística;2021-01-10;3278.23;PJ;Ensino Médio;Desligado;Novaes Verde;RJ;Não;7.0;4;8
617;Sofia da Mota;Feminino;1993-10-30;31;Casado(a);Designer Gráfico;Logística;2021-09-29;4427.61;Temporário;Superior Completo;Desligado;Almeida;CE;Não;2.5;10;10
618;Júlia Moraes;Masculino;2002-03-31;23;Viúvo(a);Designer Gráfico;Marketing;2002-04-03;2826.99;PJ;Ensino Médio;Desligado;Costela;SP;Sim;6.7;13;15
619;Diego Carvalho;Feminino;2004-11-13;20;Solteiro(a);Desenvolvedor;Logística;2000-05-29;4092.84;Estágio;Ensino Médio;Desligado;Cardoso de Pires;PE;Não;3.9;0;3
620;Ryan da Paz;Feminino;2004-08-13;20;Divorciado(a);Assistente Administrativo;Financeiro;2020-03-31;1806.55;CLT;Superior Completo;Desligado;Aragão de Minas;RS;Sim;8.2;20;9
621;Sr. Danilo Silveira;Outro;1965-01-05;60;Casado(a);Assistente Administrativo;Financeiro;2010-01-12;2477.11;CLT;Superior Completo;Desligado;Monteiro;GO;Sim;0.1;20;12
622;Kamilly da Cunha;Masculino;1995-12-26;29;Divorciado(a);Designer Gráfico;Logística;2018-09-23;3639.82;PJ;Superior Incompleto;Ativo;da Rocha do Norte;GO;Sim;7.5;4;8
623;Maysa da Mota;Outro;1968-12-13;56;Casado(a);Estagiário de TI;Administrativo;2017-06-12;1669.35;PJ;Ensino Médio;Desligado;Moreira;DF;Não;0.0;13;1
624;Nicole Santos;Feminino;1967-12-18;57;Viúvo(a);Contador;Marketing;2004-06-11;3804.29;Estágio;Pós-graduação;Desligado;Novaes;DF;Sim;8.8;7;1
625;Caroline Moraes;Feminino;1972-05-14;53;Viúvo(a);Estagiário de TI;Financeiro;2024-08-11;1389.75;Estágio;Superior Incompleto;Desligado;Lopes;RJ;Sim;9.9;7;13
626;Mariane Sales;Masculino;1971-05-23;54;Casado(a);Assistente Administrativo;Tecnologia da Informação;2005-07-04;2030.46;CLT;Ensino Médio;Ativo;Melo;CE;Não;8.1;18;10
627;Dr. Lucas Gabriel Pires;Feminino;2002-04-06;23;Casado(a);Desenvolvedor;Financeiro;2015-09-28;4715.08;Temporário;Ensino Médio;Desligado;Ferreira;DF;Sim;9.4;19;14
628;Dra. Elisa Teixeira;Masculino;1968-05-08;57;Viúvo(a);Designer Gráfico;Recursos Humanos;2012-04-29;2945.41;CLT;Ensino Médio;Desligado;Teixeira do Campo;BA;Sim;7.8;1;14
629;Vitor Pereira;Masculino;2002-08-18;22;Divorciado(a);Designer Gráfico;Administrativo;2022-01-19;3534.13;CLT;Ensino Médio;Ativo;Pinto de Freitas;PR;Não;4.0;19;13
630;Murilo Novaes;Masculino;1998-01-16;27;Solteiro(a);Analista Financeiro;Financeiro;2009-06-27;3928.42;Estágio;Ensino Médio;Desligado;Ramos;SP;Não;5.2;18;6
631;Sr. Luiz Gustavo Campos;Masculino;1971-06-15;53;Solteiro(a);Analista de RH;Logística;2005-01-14;3569.95;PJ;Superior Incompleto;Desligado;Araújo de Porto;BA;Não;4.8;19;14
632;Ana Vitória da Cunha;Masculino;1966-08-10;58;Casado(a);Gerente de Projetos;Recursos Humanos;2000-11-01;7302.46;Temporário;Pós-graduação;Desligado;Martins;PR;Sim;1.5;9;10
633;Amanda Correia;Feminino;2003-11-12;21;Divorciado(a);Analista de RH;Logística;2024-06-11;3379.66;PJ;Ensino Médio;Ativo;Nunes;DF;Sim;4.2;6;6
634;Rafaela Santos;Outro;1987-10-30;37;Casado(a);Desenvolvedor;Marketing;2019-11-17;4568.07;Estágio;Pós-graduação;Desligado;Freitas Verde;GO;Não;6.2;13;10
635;Benício Nunes;Masculino;2003-09-08;21;Solteiro(a);Analista Financeiro;Recursos Humanos;2019-01-29;3991.86;CLT;Superior Incompleto;Ativo;da Rosa;CE;Sim;2.4;10;12
636;Igor Gomes;Masculino;1987-10-12;37;Viúvo(a);Gerente de Projetos;Recursos Humanos;2016-08-09;8814.09;CLT;Superior Completo;Ativo;Monteiro;DF;Sim;1.4;14;6
637;Vitor Hugo da Paz;Outro;1978-10-16;46;Divorciado(a);Analista de RH;Recursos Humanos;2013-01-25;2798.68;Temporário;Superior Incompleto;Ativo;Viana;PR;Sim;3.4;17;7
638;André da Conceição;Masculino;1988-02-21;37;Casado(a);Analista de RH;Tecnologia da Informação;2024-06-28;3764.32;CLT;Ensino Médio;Ativo;Fernandes;PE;Sim;3.4;6;9
639;Rodrigo Lima;Feminino;1982-10-20;42;Casado(a);Auxiliar de Logística;Marketing;2003-05-07;1962.64;Estágio;Ensino Médio;Ativo;Alves da Praia;MG;Sim;7.9;6;12
640;Augusto Santos;Outro;2002-07-06;22;Divorciado(a);Auxiliar de Logística;Logística;2006-11-18;1800.68;PJ;Ensino Médio;Ativo;da Costa do Amparo;DF;Não;7.9;10;7
641;Thiago Gomes;Masculino;1997-05-20;28;Divorciado(a);Gerente de Projetos;Logística;2013-01-16;11841.92;Estágio;Superior Incompleto;Ativo;Caldeira de Goiás;CE;Sim;1.7;12;11
642;Eloah Peixoto;Feminino;2000-07-18;24;Viúvo(a);Gerente de Projetos;Marketing;2016-03-14;10562.43;Estágio;Pós-graduação;Desligado;Oliveira;PR;Não;6.4;18;1
643;Lívia Aragão;Masculino;1996-05-28;28;Casado(a);Assistente Administrativo;Financeiro;2018-11-02;2404.22;Estágio;Superior Incompleto;Desligado;Rezende Paulista;PE;Não;5.7;11;8
644;Giovanna Cardoso;Outro;1991-06-02;33;Solteiro(a);Gerente de Projetos;Recursos Humanos;2004-08-24;8475.24;Temporário;Superior Incompleto;Ativo;Pereira de Caldeira;CE;Não;4.3;14;13
645;Isabella Barros;Feminino;1967-07-21;57;Divorciado(a);Analista Financeiro;Marketing;2017-12-15;3546.04;CLT;Superior Incompleto;Desligado;Teixeira da Praia;RS;Não;6.5;11;2
646;Arthur da Cruz;Feminino;1978-07-07;46;Solteiro(a);Coordenador de Marketing;Tecnologia da Informação;2006-05-12;4844.43;CLT;Superior Completo;Ativo;da Mota;DF;Sim;3.3;10;8
647;Giovanna Barbosa;Feminino;1982-05-15;43;Divorciado(a);Assistente Administrativo;Administrativo;2018-01-06;2222.82;PJ;Superior Completo;Ativo;Sales de Nunes;PR;Não;8.2;12;12
648;Kamilly Ferreira;Outro;1997-10-27;27;Solteiro(a);Analista Financeiro;Administrativo;2009-11-24;4025.29;PJ;Pós-graduação;Ativo;Dias de Costa;RS;Sim;4.7;16;14
649;Carolina Teixeira;Outro;1988-09-18;36;Viúvo(a);Auxiliar de Logística;Recursos Humanos;2020-07-16;1719.15;PJ;Pós-graduação;Desligado;Carvalho;RS;Não;4.5;17;0
650;Benício Araújo;Feminino;1992-10-07;32;Casado(a);Designer Gráfico;Tecnologia da Informação;2020-10-21;3319.47;CLT;Pós-graduação;Desligado;Monteiro de Minas;BA;Sim;4.2;12;9
651;Cecília Barbosa;Feminino;1969-12-02;55;Solteiro(a);Designer Gráfico;Recursos Humanos;2001-07-25;4367.65;PJ;Superior Completo;Desligado;Moraes;PE;Sim;9.5;2;12
652;Sophia Cavalcanti;Masculino;1984-10-12;40;Viúvo(a);Desenvolvedor;Marketing;2022-09-03;5708.55;Estágio;Superior Completo;Ativo;Melo;MG;Sim;6.7;5;1
653;Dra. Ana Sophia Silveira;Outro;2001-12-22;23;Viúvo(a);Analista de RH;Tecnologia da Informação;2003-03-15;2798.5;Estágio;Superior Completo;Ativo;Fernandes das Flores;RS;Não;6.6;2;14
654;Clara Melo;Masculino;1964-05-25;61;Divorciado(a);Estagiário de TI;Recursos Humanos;2023-08-31;1303.1;Estágio;Pós-graduação;Ativo;da Rosa;RJ;Sim;5.4;15;2
655;Julia Souza;Feminino;1991-03-09;34;Casado(a);Gerente de Projetos;Tecnologia da Informação;2021-09-16;8548.79;Estágio;Superior Incompleto;Desligado;Novaes;GO;Sim;5.0;14;8
656;Nathan Caldeira;Masculino;2000-11-25;24;Solteiro(a);Gerente de Projetos;Financeiro;2001-03-12;7319.85;Estágio;Superior Incompleto;Desligado;da Conceição;GO;Não;4.6;18;1
657;Emanuelly Silveira;Outro;1992-10-25;32;Solteiro(a);Coordenador de Marketing;Administrativo;2007-04-02;7583.48;Estágio;Superior Completo;Desligado;Cardoso;PE;Sim;4.2;5;13
658;Cauê Silveira;Feminino;1983-05-26;41;Viúvo(a);Gerente de Projetos;Administrativo;2022-09-10;9843.08;Estágio;Ensino Médio;Ativo;Costa;MG;Não;8.8;17;9
659;Gustavo Henrique Dias;Outro;1966-09-13;58;Solteiro(a);Assistente Administrativo;Financeiro;2004-07-02;2087.89;CLT;Superior Completo;Ativo;Moraes;RJ;Não;4.1;5;8
660;Samuel Alves;Masculino;1979-09-20;45;Solteiro(a);Analista Financeiro;Recursos Humanos;2003-05-19;3146.39;Estágio;Pós-graduação;Desligado;Rodrigues do Oeste;PE;Sim;4.0;0;8
661;Sra. Caroline Cunha;Masculino;1978-07-12;46;Casado(a);Auxiliar de Logística;Administrativo;2002-08-27;2024.07;Estágio;Pós-graduação;Ativo;Vieira;RJ;Sim;7.1;14;4
662;Luigi Almeida;Feminino;2000-10-23;24;Divorciado(a);Gerente de Projetos;Tecnologia da Informação;2022-08-21;11192.48;CLT;Superior Incompleto;Desligado;Gonçalves;RJ;Não;1.7;0;8
663;Luiz Gustavo Araújo;Masculino;1982-02-28;43;Viúvo(a);Auxiliar de Logística;Tecnologia da Informação;2021-10-01;1651.67;CLT;Superior Incompleto;Desligado;Ferreira das Flores;SP;Sim;3.9;9;14
664;Dra. Milena Moreira;Masculino;1972-10-16;52;Solteiro(a);Analista de RH;Financeiro;2016-10-11;3650.67;PJ;Superior Completo;Ativo;Caldeira Verde;RS;Sim;0.2;0;0
665;Julia da Rosa;Feminino;1983-09-14;41;Casado(a);Desenvolvedor;Tecnologia da Informação;2004-04-06;6876.24;CLT;Superior Incompleto;Ativo;Ribeiro Alegre;SP;Não;5.1;10;10
666;Maria Freitas;Outro;1966-04-27;59;Casado(a);Designer Gráfico;Tecnologia da Informação;2018-07-09;4388.36;Estágio;Pós-graduação;Ativo;Pires de Goiás;RS;Sim;1.1;10;5
667;Calebe Caldeira;Masculino;1992-11-26;32;Viúvo(a);Auxiliar de Logística;Recursos Humanos;2009-10-25;1772.43;Estágio;Superior Incompleto;Ativo;da Rosa;PR;Não;0.4;6;13
668;Dr. Diogo da Paz;Feminino;1968-02-02;57;Viúvo(a);Desenvolvedor;Administrativo;2018-05-29;5608.54;PJ;Superior Completo;Ativo;Lima de Almeida;GO;Não;9.8;12;4
669;Larissa Almeida;Feminino;1977-10-11;47;Casado(a);Auxiliar de Logística;Administrativo;2019-05-13;1837.49;Temporário;Ensino Médio;Desligado;Cardoso;PE;Sim;5.0;0;7
670;Alana Silveira;Masculino;1976-09-10;48;Solteiro(a);Coordenador de Marketing;Tecnologia da Informação;2003-01-31;7082.7;PJ;Ensino Médio;Ativo;Nunes;MG;Não;5.0;6;4
671;Sofia Pires;Feminino;1974-10-09;50;Casado(a);Analista de RH;Tecnologia da Informação;2022-02-15;3885.11;Estágio;Superior Completo;Ativo;Fernandes de da Mata;PR;Não;6.4;1;13
672;Cecília Nunes;Outro;1993-12-14;31;Divorciado(a);Analista de RH;Tecnologia da Informação;2017-09-28;3770.4;Temporário;Superior Completo;Ativo;Azevedo;RS;Sim;9.1;7;7
673;Dra. Marina Farias;Outro;2002-12-23;22;Viúvo(a);Estagiário de TI;Marketing;2016-08-16;1310.13;CLT;Ensino Médio;Desligado;Lopes da Mata;RJ;Sim;0.5;4;6
674;Maria Sophia Martins;Masculino;1992-11-26;32;Solteiro(a);Gerente de Projetos;Logística;2013-11-03;9744.24;PJ;Superior Incompleto;Ativo;da Rosa Alegre;PE;Não;3.1;6;7
675;Esther Oliveira;Feminino;1972-12-28;52;Casado(a);Designer Gráfico;Tecnologia da Informação;2011-12-16;3315.27;Estágio;Superior Incompleto;Desligado;Lopes;CE;Sim;9.5;11;12
676;André Lopes;Feminino;1980-11-28;44;Casado(a);Analista Financeiro;Financeiro;2007-11-09;3845.39;Estágio;Superior Incompleto;Desligado;Correia;SP;Não;4.3;2;9
677;Sophie da Conceição;Outro;1964-11-23;60;Casado(a);Estagiário de TI;Administrativo;2001-05-10;1305.42;Estágio;Pós-graduação;Desligado;Freitas;CE;Não;3.8;19;15
678;João Pedro Gonçalves;Masculino;1967-05-10;58;Divorciado(a);Gerente de Projetos;Administrativo;2016-08-15;9346.29;PJ;Superior Incompleto;Ativo;Barbosa;SP;Não;4.9;13;12
679;Lorena Alves;Outro;1990-04-05;35;Divorciado(a);Contador;Financeiro;2018-04-19;4269.53;CLT;Pós-graduação;Ativo;Costela;RJ;Não;9.3;5;6
680;João Felipe Lopes;Feminino;2005-05-02;20;Divorciado(a);Auxiliar de Logística;Logística;2022-06-11;1996.39;Temporário;Ensino Médio;Desligado;da Mata;PE;Sim;2.4;1;11
681;Gabrielly Cunha;Outro;2000-07-04;24;Solteiro(a);Gerente de Projetos;Marketing;2017-10-07;10027.18;PJ;Superior Completo;Ativo;Moraes;GO;Sim;0.1;2;12
682;Leonardo Santos;Feminino;1990-04-26;35;Solteiro(a);Estagiário de TI;Tecnologia da Informação;2002-06-23;1725.6;PJ;Pós-graduação;Desligado;da Mata de Minas;PR;Não;5.9;13;2
683;Evelyn Pinto;Masculino;1981-03-15;44;Divorciado(a);Gerente de Projetos;Marketing;2000-12-24;10743.65;Estágio;Superior Completo;Ativo;Cardoso Paulista;MG;Não;0.0;2;13
684;Helena Silveira;Outro;1996-01-23;29;Viúvo(a);Coordenador de Marketing;Administrativo;2022-07-19;6008.32;PJ;Superior Completo;Ativo;Melo;MG;Sim;4.9;16;3
